,POS_Tweet,class
14130,like asian struggle squinty eyes picture,2
14131,sorry woman shouldnt helping financially thats ya wife hoes dumb,1
14132,just took electric stim pussy mins,1
14133,says great tcot teaparty jjauthor htt,2
14134,pussy,1
14135,verballyabrupt yall got gay hoes,1
14136,thing gays hoes aint wholesome bitches,1
14137,bet pussy tastes fresh caramel apple,1
14138,give bitches gon act chilly snob try go get cardigan,1
14139,got ta weak bitch let couple tweets get character,1
14140,wigga cant dm wigga cause cant even get follow back,1
14141,bye bitch im blocking u onikallah drew,1
14142,fell bitch,1
14143,ur wack bitch sells pussy lives mom homeless cut lies,1
14144,now let write mom address amp let know daughter selling pussy,1
14145,next call immigration w sex reviews amp ad bitch warned lie facts amp,1
14146,show lying pussy afraid dont want talk,1
14147,candy corn bird,2
14148,hate trailer trash,0
14149,make bitch,1
14150,happy many bitches humbled djdmt feel discontinued sale weave,1
14151,read lips bitch mouth isnt workin,1
14152,theses niggas hoes bitches greedy,1
14153,sure tweet protect karmic payback bitch,1
14154,well bunch hateful rednecks anyway,0
14155,just convo wit reminded even answerd bitch,1
14156,dick sad life hair mess family nuts neighbors asshole best friends pussy,1
14157,honk horn seconds light turns green shut car lay hood feed birds fo,2
14158,motherdedication hoe rich homie feat amp young pattycoming soon,1
14159,yall hoes want,1
14160,bitch ocean,1
14161,right hero took mock murdered k,2
14162,hoe ass nigga wen see ima smack da lil bitch,0
14163,christians massacred slept including amp,2
14164,torrence cant stand cheer leading squad love pom poms feed bon bons night,2
14165,bitch go sleep work morning master,1
14166,bitch someone bitch,1
14167,young cats drafted today walking lotto tickets till niggas find pussy come,0
14168,bitch played much,1
14169,support rebels surprises views pussy,1
14170,niggas really beat dat hoe,1
14171,mcm lil bitch,1
14172,bird flew hotel room rather get gangbanged days straight experience,1
14173,seriously bitches still love,1
14174,started riding fo deeppull club ho dont know,1
14175,small lips trash lol,1
14176,beach bitch tonydecola,1
14177,years away legal drinking age year old pussy ahaha eat ice cream pussy bud,1
14178,microwaveable dinner meanwhile eatin bitch homemade dinner,1
14179,hat paint beard shit eat pussy grow dawg tryin shortcut,1
14180,rubbing booty start playing pussy ya thumb gtgtgtgtgt,1
14181,always bit irony air chicks call strippers hoes grind yo dick free song stri,1
14182,made many hoodrat anthems hoe point life,1
14183,hope kids disappoint coming ugly got many plans get hoes indirectly,1
14184,faggot changing last name got money,0
14185,fags answers yes,0
14186,destroying team talked trash game gtgt,1
14187,women play casual game game amp anger bird dont play real games,2
14188,thats bitch man swear,1
14189,keep getting different answers different people abo,2
14190,praying todays mampg pictures dont come yellow,2
14191,hate people say cant befriend hoe bitch held accountable pussy,1
14192,theres nothing hotter pale albino chick play guitar,2
14193,tneut going host baddest bitch competition,1
14194,trash bag full barely tie,2
14195,want pet monkey,2
14196,big booty bitches always win,1
14197,next generation raised bunch mindless pussies discipline,1
14198,ape gon learn today,1
14199,apologies trash understood aint got ta explained,2
14200,something mock stand,2
14201,perfect example happens give lame nigga pussy,0
14202,hoes baes,1
14203,people fuck got hoes now,1
14204,said pussy cats dog house,1
14205,aint loyal nigga cheated girl times broke,1
14206,always talk point nails eyebrows okay bitch personality still shit,1
14207,liberal lefts attacks teaparty,2
14208,wet trash,0
14209,sayin hoe,2
14210,proven ima catch bitch bud,1
14211,know plenty hoes love niggas bitch fuckin niggas,1
14212,stblockthomas ta link bro fashoo nd got ta ona pussy boys,1
14213,bitch,1
14214,dese bitches aint shit get em high feed em dick,1
14215,just call nigger cause thats u really want say end day pillz,1
14216,love hoes em,1
14217,love family wouldnt even need water pop hoe getting taken swiftly,1
14218,really dont tryna hoe nobody eat eat literally,1
14219,man insecure cause make feel got ta compete guys hoe amp stop choo,1
14220,none followers say fucked yall hoes make goal,1
14221,yall hoes thighs thick cant even walk food,1
14222,man ever fuck right pussy nigg,1
14223,please refrain dumb bitch,1
14224,see bitch coming mean got seconds get get right hoethea sat,1
14225,lets get money got uu got hoes,1
14226,update u still bitch,1
14227,fucking trash rap,1
14228,bitch,1
14229,want real relationship games lies side hoes,1
14230,dont rt little nigs direction,1
14231,im faggot,1
14232,paperchaysin thats right dont marry hoes rent em,1
14233,lol im brooo bitches janky,1
14234,bitch better try fuck girl cause go,1
14235,really bitch,1
14236,r u african ur african bitch,1
14237,look trash someone compliments,2
14238,wont give bitch time day trying take care business,1
14239,boy faggot worstrapiyrics,0
14240,really faggot say match bad watching,1
14241,mashed potatoes trash,2
14242,said shady sunshine state,2
14243,make go church nawl dude bitch text back,1
14244,stblocjeremiah bitch think look,1
14245,stblocjeremiah bitches getting erased,1
14246,free lul hoe,1
14247,victorgee dont know welcome saturday bitches,1
14248,lame ass nigga lame ass bitch constantly telling real,1
14249,stblocjeremiah ima beat yo lil young ass quick plyin hoe,1
14250,like good weed amp bad bitches dat roll,1
14251,lees hoe een gepeste jongen probeert te verdedigen brief,1
14252,people love try confront bitch said now,1
14253,bitch yaasss soulja boy turnt,1
14254,never catch feelings dumb bitch,1
14255,bitch shit yo eyes aint shit eyez,1
14256,message say delivered see posting sc storys hoes,1
14257,realize sent message wife instead side hoe,1
14258,basic bitch tweet shit talk times day,1
14259,want foreign bitches sooo bad cant even pull local hoes,1
14260,first yankees news conference said wouldnt interfere baseball decisions promising,2
14261,year old girl struck back back banned baseball,2
14262,big trash years lol basketball conference,2
14263,scary yall worried ima b getting hoes,1
14264,line shit god cards bitch,1
14265,screaming bitch ass losing damn need put big girl panties,1
14266,try crucify tweakin hoe,1
14267,normal ass dude hoes happens funny,1
14268,em put gun em ask pussy nigga bitch,1
14269,equal season everybody showed glimpses trash,2
14270,lol bitch ass always making spectacle look ass nigga,1
14271,lil b said town aint got bitches damn lie nigga nuts witness,1
14272,bitch act couldnt follow back always wanted fat bitch follow,1
14273,hoe,1
14274,vintagemonroe pussy well shit still hurting week ago,1
14275,drake look lay letterman jacket puddle bitch wit man smh,1
14276,im fukin yo bitch u mad shit,1
14277,tweet somn laughs amp bitch wan spoil fun getting serious,1
14278,making handshakes bitches,1
14279,bitches played hoe,1
14280,bae bitch dusty nigga got kids drives yo car amp still wears,1
14281,waiting days pussy grounded looking kids playing outside bedroom window,1
14282,u ever kill ant sidewalk think damn nigga way get pussy,1
14283,star player amp leave hoe fans alone,1
14284,trashiest really ghetto girls always get likes comments insta pictures,0
14285,yall toothless hoes made,1
14286,draft system playing lists,2
14287,hoes,1
14288,got ta trash,2
14289,now apologizing hoe shot pussy,1
14290,probably next bitch dont back fuck,1
14291,dont trust bitch,1
14292,aint tell young thug nails look better mine lol fckin faggot,1
14293,feel bad guys give girlfriends world bitch still treats shit damn,1
14294,amp bitches,1
14295,wigga thank bf still talks dumb bitch dont,1
14296,bare backing bitch,1
14297,snip hoe,1
14298,crazy picked yet ago get important position insane ho,2
14299,hate seeing women carrying fuck somebodys man ass bitch,1
14300,yellow badge used making women carry yellow badge order pray,0
14301,th grade hoes aint loyal,1
14302,hoe,1
14303,nike beanies,1
14304,ice bucket challenge right way,2
14305,compassionate towards people want especially towards ones care abo,2
14306,finally see white kid called nigger,1
14307,running wild pussy,1
14308,hoe know car lmaooo,1
14309,lost ring found amp instead giving gave mock proposal,2
14310,streetart graffiti new mural duo morning breakfast coffee trash,2
14311,bitch bruhhh nigga nigga,1
14312,jail pointless suppose tweet need instagram jail hoes shout fucking,1
14313,iphone times storage spacecraft computer went moon throw bird,2
14314,anybody trashes neighborhood perceived injustice fucking moron,0
14315,cant believe cops shot fine young man goes cure cancer,2
14316,issue formal apology piece shit antisemitic retarded,1
14317,women denied birth control retards butthurt verdict,1
14318,yankees wouldnt letting sit minor leagues theyre w,2
14319,gon start web site diagnosis arequit pussylay drugscall,1
14320,happy big booty bitches,1
14321,vngelinaa fuck lunch eat pussy staircase foriegn language hallway,1
14322,headed bitches mad look dont blame blame parents bmb,1
14323,riding sour drunk yankees fans loss,2
14324,gave chance failedno nonsensemomsdemand statist trash,2
14325,hoes post instagram pt,1
14326,cheated tranny got shoutout,1
14327,stars wink knowingly smile see lovers kissing secluded bridge balmy autumn nig,2
14328,dont weather right scaring lol yellow,2
14329,tweet nigger,1
14330,never think bitch mine,1
14331,dick bitch bigsean terrible hip hop dead,1
14332,got problems bitch aint goes bitch niggas,1
14333,look tryin bitch lol nice try haha,1
14334,girl bar aint hoe,1
14335,hoe internet hoe irl,1
14336,gt serious bitch keep moving,1
14337,wit bitch let play music bet turn boosie slow shit,1
14338,ass hit hoe point,1
14339,stay badd bitch lol,1
14340,lil stupid ass bitch aint fuckin wit,1
14341,smoking isnt game get killed monkey see monkey dont smoke smoker yall reason,2
14342,youre slope still feel,2
14343,according data bitch ass nigga,1
14344,bird throw eaglesnation,2
14345,niggas w bitch tendencieslt,1
14346,real niggas move silence bitch niggas make scene cuz really wit violence,1
14347,sorry peoples names fuckin stupidsome parents get flyin bitch slap naming kids,1
14348,talk hoes,1
14349,bitches talking ride die nigga talk bitch done died times already,1
14350,talking catching feelings bitch need catch pass throw smh,1
14351,real niggas let real bitch cum first,1
14352,street nigga dont love nobody aint day bitch nigga,1
14353,is show yankees thing,2
14354,calling females hoes dressing bunnies cats didnt discourage bitlolg,1
14355,seat also dont assume woman contributes sex convo means pussy open f,1
14356,want black guy thats wears jordans tattoos bitch thats created player,1
14357,someone drops trash mixtape,2
14358,bitches cant finish inch sub want inch dick,1
14359,rape bitch nigga latry see passed drunk ht,1
14360,last hours theblueprint last hour half work trash existing,2
14361,fivefifths wrong yall pie sweet potato pie trash,1
14362,bitch,1
14363,nigganew hoe next niggas old hoe,1
14364,favorite episode blacks mysteriously vanish unemployed white people find affordable ho,2
14365,girls date black guys hate black culture let stupid ass white girlfriends talk shit say nig,1
14366,cat fish nuh uh bitch get back,1
14367,westondiamond sleezyjeezy justinmiculka shoot pussy beat face asphalt,0
14368,hiagokoury hoe smashed whole team yall fools,1
14369,graceishuman rhiannonrevolts yellow face,2
14370,hate niggas get mad cuz fucked girl really happy showed bitch unloyal,1
14371,likely signs crazy bitchesariestaurusgeminicancerleovirgolibrascorpiosagittariuscapricornaq,1
14372,hurt kobebryant hits jumper rookie proceeds talk ht,2
14373,trash talks opponent halftime interview httptco,2
14374,hits walkoff single final atbat httptcocij,2
14375,baddest hoes shid hoes looking college had,1
14376,mock,2
14377,attacked whipped,2
14378,matter go theres always asshole wearing yankees capsoundsgoodbro,1
14379,valentines day extra bitches blood,1
14380,white trash,1
14381,friend talking bitch yall heavily dont fuck walks,1
14382,bitch get fucked,1
14383,asking kids brought apple teacher hes queer,1
14384,call free bird,2
14385,back young buffalo soldier ha bro whereisperry still bitch,1
14386,asked betances game starter someday yankees ever asked r,2
14387,best movie time go watch pretentious film school cunt,1
14388,called lowest common denominator stupid pussy number probably mature definitely,1
14389,days month hoes selling pussy pop lol,1
14390,aint fucking feeding supporting your irrelevant bitch,1
14391,hoe,1
14392,hoes fucking niggas got news monogamous niggas yo bitch fucking anonymous niggas,1
14393,real nigga shit bitches need slapped,1
14394,dont always get drunk pass start making colored duct tape,2
14395,fuck gtgtgt idoclyfe last trash,1
14396,bitches built wear certain shit,1
14397,hoes control,1
14398,get yo hoe,1
14399,always text besties bitch call got scoop,1
14400,bitches got pretty pussy,1
14401,best way make hillbilly something tell cant,2
14402,times outta ten bitch using unclean brushes ten clients cant beat faced,1
14403,least aint broke bitch,1
14404,said bitch call,1
14405,bamma ass bitch,1
14406,bitches always,1
14407,know twinkies old earth happened,2
14408,smell bitch smell sober,1
14409,ghetto sour cream,2
14410,amp guys thought sharkiesha shovel girl crazy snapped bitches nose,1
14411,still bitch tweet lose,1
14412,crooked number followed shut frame love,2
14413,grinding,2
14414,else remembers bitches,1
14415,latry thats baby mom aint hoe,1
14416,gt slept including amp,2
14417,hoes gon come ampamp go feel boy lol,1
14418,hoe,1
14419,females days dont anything freaky niggas gossip bitches,1
14420,love mary jane codinei dont love hoes,1
14421,hoe aint judging dont hurt someone process straight ab,1
14422,last songs quasireligious songs sake whos coming next,2
14423,tweet bitch broke heart,1
14424,gossip hoes em bitches,1
14425,coltuquick naw bitches want attention respect real women want respect,1
14426,batmans parents deadyupand going diesad ho,2
14427,unfollow got app bitch,1
14428,daddy,2
14429,green yellow lil,2
14430,birds flock gether friends hoes women bitter ones haters hater,1
14431,sick head colds suuuck top justusabbott challange beer chug,2
14432,bitches slutty enough costumes lol damn,1
14433,used chase hoes,1
14434,money hungry man bitches cant nuffin,1
14435,bitch face zzachbarness,1
14436,bitch face point zzachbarness,1
14437,ex make bitch mad,1
14438,dive pussy,1
14439,remember stock thermals dykes buy,1
14440,johns honest got hoes different area codes,1
14441,trash,0
14442,wiz garbage put known put known,2
14443,love pussy money weed,1
14444,spree cunts retweet,1
14445,bitch,1
14446,hoes trynna gay lmao,1
14447,pussy first time today say think new favorite food,1
14448,nice girls bitches asshole girls want dick,1
14449,people congratulate losing weight health reality lost weight fuck hot bitches,1
14450,lot bros actually care girl love called pussy called,1
14451,legend,2
14452,pussy,1
14453,ungrateful bitches,1
14454,bitches look wen hear song da club,1
14455,lauderdale thats hoes,1
14456,call st thing da dat pussy yo mind,1
14457,bitches hate u still follow u,1
14458,dat dont get pussy usually ones thirstin big ugly bitches givin confidence,1
14459,u bitches old braces,1
14460,nigga money bitch,1
14461,hoes,1
14462,cant trust none bitches trust none hoes,1
14463,birds closely spot female done even limited bird watching skills,2
14464,getting painful experience crossing monkey bars let go point order move forward,2
14465,niggers dont,1
14466,boy bitch nagging amp shit hope sound,1
14467,dev tried money feels better pussy ever,1
14468,just days yankees pitchers catchers report,2
14469,pussy grab booty booty booty,1
14470,clairemac cunt still talking fuck get breast cancer already,1
14471,just eye take bitch,1
14472,want popcorn hoes bol,1
14473,ericmariners faggot lil attention fuck,1
14474,wildblood seen look impresseddont talk shit dirt looking bitch,1
14475,ivanrabago drink beurs kid ur faggot anyways,1
14476,abel old beaner working home depot didnt want hang major,2
14477,chava needs stay lane keep sending gyro hell dont want big boys dirt infest ass beaner,0
14478,dont get drafted squad gon problems drop faggot jesus,0
14479,kill beaner,0
14480,high school body catch hoe lmao,1
14481,morning give head bitch,1
14482,dat bitch,1
14483,like blowing loud wit bad bitches,1
14484,aint hoe blood,1
14485,lets get high lets get high bitch,1
14486,popping life whats fame bitches stalking life bitches aint thang,1
14487,bitch needs ray riced,1
14488,yall hoes never get skin,1
14489,bitch attitude nasty ooh thats song hoe loveoohyie holipalooza atl,1
14490,bruh said girls pussy taste attitudes arguments,1
14491,wan na skinny amp fit bitches got going,1
14492,onthewrite bitch ass got something say mention eyed bit,1
14493,hang hoe gon turn hoe,1
14494,pussy looks died months ago,1
14495,photographer hid trash get adorable engagement photos httptcofvauxstw,2
14496,tha biggest bitch,1
14497,sympathy people bitch situations get,1
14498,happened insert old friend name used close bitch,1
14499,karmas bitch dont dish cant take,1
14500,aint hoe,1
14501,got pregnant gon nigger grandbaby,1
14502,bitch ass nigga square,1
14503,rts hell spark hoe,1
14504,got ta keep hoes point,1
14505,iphone trash watch glo,2
14506,paid hold monkey look monkey real af,2
14507,taught hoes pose,1
14508,taking trash night,2
14509,u deep pussy,1
14510,else hated bitch nigga,0
14511,brandonspears cunt cunt,1
14512,easy twinkies due back shelves summer,2
14513,think get early tonight get good nights rest not tonight bitch tonight,1
14514,reports say female victim shot waiting,2
14515,man trying eat kylegotjokes said bitches showed nothin,0
14516,money cant buy dont pay pussy,1
14517,tweeting last night pussyass dick breath morning,1
14518,troncat theyre afraid bitch person,1
14519,not nigga pressed pussyspecially,1
14520,hoes aint leaving aint shit nigga bc hes aint shit nigga n dont want hoe win,1
14521,dont wan hoe,1
14522,humans arent delicious ho peta dogs yearold child so eat,2
14523,need bitch dance lmfao ode,1
14524,probably fucked yo bitch homie,1
14525,girl let pay pussy never see meanwhile read nigga tweet,1
14526,think im high naaa maddd toe im diein hear naa dawg ol bitch ass toe,1
14527,bad bitch im logged everybody shithell yeaa seen tiff tweet f,1
14528,wussup bitchcooling hoe,1
14529,wussup bitchnun finna take,1
14530,stupid ass toe dog dam bitch mad toe dumb hoe yo toe aint wan na stomped,1
14531,inkkofrosess ohh bitch pass lol,1
14532,inkkofrosess hey hoe,1
14533,inkkofrosess yasss bitch,1
14534,beat tho im trying bone,1
14535,title bitch throw ass back,1
14536,reaction everyone said brand trash yet sh,1
14537,naw bs thoif u lets say u got bodiesu def hoe lol theres debating,1
14538,hoe cellphone bill month,1
14539,im bitch sweetheart u feel,1
14540,feel nigger,0
14541,hoes psychic,1
14542,commandments hoe,1
14543,put ya hoes ya girlfriend,1
14544,cheat even know bitch name shit cheating,1
14545,girls absolute worst bitches,1
14546,dat pussy wide,1
14547,tell bitch dont shit u suckinfuckin,1
14548,bitches love wyandanch niggas tell always see yall ot bitches wit keep frontin,1
14549,tell girl youll never eat pussy cus lost means sex boring,1
14550,ching chong,0
14551,like wassup bitch huh nothing thats thought hoeo lt,1
14552,hell yea ill rep shirt fam lol hoe,1
14553,fucked car got ta know hoe,1
14554,know dana get rid rn donate bitch,1
14555,bitches stupid get cheated wan na go fight girl leave nigga move,1
14556,yea gucci hoes,1
14557,lil stupid lil bitch aint fuckin bug voice,1
14558,call girl bitch shell get offended u put bad front shell swear shes queen,1
14559,bitch lol,1
14560,element number comes number hoes,1
14561,flirting bitches,1
14562,bitch gon steal heart,1
14563,get unlimited pussy high school,1
14564,drop song together bitches never run quotes,1
14565,youre little bitch,1
14566,bros hoes bros girlfriend find good girl needs put everything t,1
14567,kissing girl actually really like feels better fucking sloppy hoe,1
14568,bitch harsh enough need girl make feel better help relieve stress,1
14569,list bitches want dick,1
14570,biggest hoe time bitches worship got fuc,1
14571,bitch ass chick flick ever sad movie,1
14572,sex st date dont mean hoe waiting days wont make wife cute pics dont mean happy amp tit,1
14573,texting bitches make dreams come true,1
14574,know hoe,1
14575,bitches talk boyfriend,1
14576,fakest bitch know tweets real,1
14577,marry hoe years later,1
14578,realize bae hoe,1
14579,youre pussy,1
14580,said u got money dont forget bitch aint broke,1
14581,love dont even bday bitch gone b turntttt fa,1
14582,bitches turned turned,1
14583,know bitch hygiene par bitch ear put nose flinchyou got ya,1
14584,gunna bitch take ya ass home,1
14585,nipples cute looking nasty bitch,1
14586,feet together watch bitches flocksentence blinding bitches yo,1
14587,super trash,1
14588,top bitches id fuck mom bunny rabbit turners mom,1
14589,seems bitch,1
14590,got hoeswhy texting instead hoes,1
14591,hoe gave head say turn,1
14592,rachelcoursey alexamees lol turn early bunch pussies,1
14593,getting job hopeful going school hopeful silly bitches,1
14594,bunch penis timeline literally u want dm u pussy lol,1
14595,early bird catches worm people,2
14596,prolly ate ur dadhe hates dad bitches really sons tho,1
14597,way right trash wayofwade,2
14598,internet relationships tho yous lonely hoe,1
14599,bitches lonely stnamebravo seagulls finding comes,1
14600,needs punk ass bitch,1
14601,wifes sort bootscootin singing little less talk lot actionwhere ho,2
14602,vivabased hoe ass nigga x,1
14603,mentally dating females never met instagram double tapn ho much mane,1
14604,come party wimmie leavin shithole til summfest leavin dis hoe,1
14605,bitch got fucked devoted life got ta stand aint mad,1
14606,dudes taking selfies aint cute ya pussies,1
14607,bitch wan post thirst trap ima pay water bill month gon thirsty,1
14608,get times pussy get jokes fam times zero,1
14609,rock gtgt trippin bitch,1
14610,bitches love coming public naked basedlightskin,1
14611,hate bitches deeper deeper bitch u thought spare dick back pocket saving,1
14612,pussy candy,1
14613,well damn single mother finally get pussy amp garbage,1
14614,yall hoes dont cook sundays huh,1
14615,rather see wifey happy see hoe naked common sense niggas treat hoes loves,1
14616,niggas gangs jus tryna fit jus tryna get somebody ride fa em wit u niggas bitches,1
14617,bitch dont go freaking packet,1
14618,villasenor means youre faggot lol,0
14619,brown bitch everyone talks relationship come females saying sam,1
14620,need hoes man real shit,1
14621,super hero bitch iron man biggest hoe loser ass nigga bitches cribs whips,1
14622,davidam talk hoes,1
14623,forgot letter guys promise illiterate hillbilly,1
14624,bitch,0
14625,fly back make bitches shit,1
14626,bitch fuckin jus thot mean tryna take shit next level,1
14627,said hoes cant wit,1
14628,pussy broski jus turn,1
14629,niggaz get remind bitch,1
14630,bitch whos loud af,1
14631,say fucked hoes made money,1
14632,part cousin hilarious clever danvii,2
14633,cant twenties stressing bitch playin games straight lol,1
14634,nice roundup voices relations allure,2
14635,mjs well ultimate faggotelmaestro got show queer eat,0
14636,kid listened showed new perspective coming ghetto,2
14637,love celeb nudes leak girls trash bodies try critique,1
14638,swole fag,1
14639,take bitch ever really,1
14640,everyday dykes,1
14641,got ta fuck ugly bitches towns youll never see work kinks sex ga,1
14642,talking big trash holds back,2
14643,man aint appreciating pussy gon na end nigga mouth quote,1
14644,call baker uppity hes siding majority pure ignorance,2
14645,weather hit slopes weekend amp open skiseason ht,2
14646,patpatbush bitch called strength,1
14647,think rape trial bullshit rollen bitch wanted dick lls got mad w,1
14648,say faggot means someone fucking weak,1
14649,hoes childish,1
14650,sometimes wan upper cut bitch dont know shes special ed,0
14651,youre fucking sons barber still got ta pay cutya pussy wack,1
14652,cant bitch make mad nigga already,1
14653,twice cool damn bitch,1
14654,boyfriend girlfriend suppose laugh hoes together guy never hoes laughing,1
14655,pussy mad sad stressed mad shit lay eat pussy,1
14656,look retardedthey look combo jersey amp jersey,1
14657,text means safe come eat pussy reach cream fillinggt,1
14658,legal tackle faggot,0
14659,shut bitch,1
14660,calendars considered first day winter http,2
14661,pussy smell dried oysters,1
14662,bet hoe pussy juices look spoiled chocolate milk,1
14663,bitches lobby plenty bitches lobby,1
14664,visionme niggs mas hoes mas clicquot mas dom p mas moet type party blasting condo,1
14665,bunch rappers boutta flood internets w trash remixes,2
14666,drop pussy bitchhhhhhh,1
14667,luv pussy smell refurbished iphone,1
14668,nigg complaining journal bitches half naked,1
14669,party last night goesbro nigg got chucks chillin dancing w bitches,1
14670,fox say bitch,1
14671,big boring cunt comin,1
14672,is fire works pussy poppin sexilexi nigga sounds something youd say,1
14673,sexilexi bitch ass nigguh,1
14674,hate bees man like buzz bitch man aint done shit,1
14675,females thirsty attention males pussy,1
14676,ladies please start grown women bad bitches got ta grow,1
14677,horrible rapper trash rapper ever want yellow corn cob smacked mom heard,0
14678,roses redcamo greentrick treat bitcheshappy,1
14679,fellas dress real men youve actin bitches year long,1
14680,outside mullet flowin nips shown shotgunned cold yelled welcome back sexy beast,2
14681,hoes always wan na beef somebody yall dont need type beef,1
14682,isnt even like vitamin pee yellow,2
14683,officially brought flopping football congrats pussy,1
14684,dont tell nobody bitch know got manlol aint gon tell nobody,1
14685,bitch aint got bit sense lmaoo,1
14686,roommate sex eating gon great year,2
14687,hoes lie,1
14688,dont make go sleep yall fucked pipe game trash,1
14689,comeback pussies,1
14690,got ta know difference good girl good pussy,1
14691,dont believe refunds hoe,1
14692,beer youre clear beer liquor youll fine dont bitch,1
14693,really proud hoes many yall gon bring dirty bitches home,1
14694,fingering eating pussy time good,1
14695,rt u remember steve blue clues left bitch ass nigga joe,1
14696,niggas world tf do bitches mess friends nigga,1
14697,lt yellow bitches amp lilaerii,1
14698,lilaerii bitch tf think going,1
14699,lilaerii yeaaaaahhhh relationship wise so like oh bitch suppose thug,1
14700,mlnestel vocativ httptcoajuauywiv,2
14701,finally got back bone like season pussy,1
14702,went college college got bird class u get ya friend sign u amp get class,2
14703,took ya hoes dont deserve dates,1
14704,make joke someone hate laughs youre thinking bitch arent allowed,1
14705,hoe says hi bae,1
14706,send snapchats something wasnt invited rude ass bitch,1
14707,hiding favorite snacks family bc youre selfish bitch,1
14708,mom cant u bad bitch,1
14709,called faggot faggot,0
14710,really trash,2
14711,someone tweets hoes aint loyal laid crib looking,1
14712,so ike punch harassing young lady ave nw dc,1
14713,let concerntrolling commence earnest wagons ho,2
14714,stop fuckin take somewhere type bitchget baby cooked type chick,1
14715,hate niggas slobin blunt eatin pussy amp nerve try amp pass good nigga,1
14716,go amp devil amp catfish hoes,1
14717,amp niggas still runnin round sayin dont eat pussy yall suckin dick,0
14718,side bitch try approach public,1
14719,steez bro got dem hoes rir,1
14720,original yellow bracelets first person thought,2
14721,find bae hoe,1
14722,b soo lost dey forget dey hoes,1
14723,bitch possessed thot demon,1
14724,wan na b side nigga thick pretty faced cuffed hoe coke bumps garbage underground rappers n shops p,1
14725,love girls arent afraid encourage compliment chick bitches hate much thats refreshin,1
14726,atracciones abandonado,2
14727,girl comes class fried chicken pulls hot sauce purse mean come ghetto amp,0
14728,vivalamarley waiting take get nips pierced,2
14729,bitch love team lol game waiting sincerely love,1
14730,huge supporter law admit lying stupid rubes needs aske,1
14731,twelveyeah scale ten bitch,1
14732,cruising street jockin bitches slappin hoes,1
14733,eat pussy good cant control moans,1
14734,girl bitch likes boyfriend,1
14735,pussy look,1
14736,sex st date dont mean hoe waiting days wont make wife cute pics dont mean happy title,1
14737,sucking dick amp eating pussy apart sex think nasty maybe ass fucking,1
14738,hmu stop bein lil bitch,1
14739,hoes days,1
14740,dont eat pussy youre childish immature,1
14741,killed bitch,1
14742,girl sucks dick somehow dudes get head fuck bad bitches yet ugly girls getting pregnant,1
14743,bitch dont tell sneeze got blessings need,1
14744,having friend thats hoe boring probably depressing,1
14745,random number pussy,1
14746,pick trash,2
14747,bitches,1
14748,getting tired ol hope broke bitches job wan na twerk smoke swishers,1
14749,said bitch call busy cause bone thugs,1
14750,bath stzodiacsign terrified water wash everyday lol,1
14751,pussy bomb call dynamite,1
14752,right heard dodo bird ass,1
14753,take bitch better speak nigga meal still digestive system,1
14754,basic bitches,1
14755,is really gon leak ou need fuc nig,0
14756,niggas mad cuhz tryna cuff hoes cuh,1
14757,got love bitches bitch niggas cuh,1
14758,bitch say love hit wit reverse psychology amp say work time cuh g,1
14759,bitches brag goin gym still shaped patron bottle cuh,1
14760,bitches twerkin camera kid watchin sponge bob cuh,1
14761,bitches name make instagram filters cuh bitch lookin day,1
14762,bitches smoke cigs disgusting cuh,1
14763,fat bitches dont liftin arms summer dampness cuh,1
14764,idk skinny bitches think got ass cuh,1
14765,bitch let hit ill leave crippled cuh,1
14766,bitch tell got cheated times somethin wrong hoe cuh,1
14767,pussy fartin u fuccin right cuh,1
14768,sexy ugly bitches world cuh ill fucc,1
14769,blacc ass charcoal bitches sayin mixed irish false shit cuh,1
14770,white hoes still wear hot ass weather cuh,1
14771,dumb bitch,1
14772,being wrapped love stop well middle schoolers dumb bitch want want mo,1
14773,high fashion leather gear u wearin impress bitchi got wit dickie shirt slides,1
14774,bitch cant respect wit paper fresh pair bball shorts raised terribly,1
14775,check real nigga hoe,1
14776,hoe ass ticket dollars n shit,1
14777,never bought bitch,1
14778,buy bitch red bottoms so dont even worry cuzzo,1
14779,bitches think trucker automatically makes model,1
14780,play got cheerleader girlfriend hoe man ever,1
14781,teachers always assign homework dont life bitch got ta go home tweet,1
14782,teachers always think slick bitches subtweeting class shit,1
14783,bitch arguing dad,1
14784,cant wait wear warm fuzzy sweaters,2
14785,baby monkey snow im crying,2
14786,feetinches dis wrong fuck wit lame nigga lame bitch,0
14787,fucks hard throws kills bitches,1
14788,wesorrjames love nig,2
14789,future majority leader bitch stoprush waar,1
14790,retards chanting game,1
14791,finally ready mass market skidmarkresistant tighty whities apparently already taken,2
14792,havingno jobno futureno educationamp nerve say niggas want pussybitch cause,1
14793,faggot clip holy fucking tittyy shit,0
14794,yall hoes instagram rates,1
14795,vikkinosecrets hoes life,1
14796,girls packs scary flat stomach thats hot enough ripped bitches scary looking,1
14797,legal tackle faggot,1
14798,pussy deserve nothing fie head good dick,1
14799,face bitches expect care,1
14800,time year hoes swore brown cuz summer tan come back,1
14801,paranoid fear sharia right boils christian fundamentalists sole oppressors persecu,2
14802,hoes everyone,1
14803,got ta retarded skip class college,1
14804,aint nothing bitch,1
14805,time famous celebrity tweet something st person comment hoe talkin slap ya dick,1
